election,office,boro,dist,aded,elname,title,boron,used,cands,num,format,pubct,abs,fed,emer,aff,total,scatter,unrec,dem,demcan,dvote,rep,repcan,rvote,ind,indcan,ivote,cons,concan,cvote,wfp,wfpcan,wfpvote,swp,swpcan,swpvote,soc,soccan,socvote,green,greencan,grnvote,liber,libcan,libvote,pop,popcan,popvote
2008G,1,2,NY,81059,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    59th,233,12,5,122,10,0,0,6,Democratic,Barack Obama / Joe Biden,207,Republican,John McCain / Sarah Palin,136,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,13,Working Families,Barack Obama / Joe Biden,7,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81060,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    60th,336,7,2,0,17,0,0,1,Democratic,Barack Obama / Joe Biden,212,Republican,John McCain / Sarah Palin,120,Independence,John McCain / Sarah Palin,11,Conservative,John McCain / Sarah Palin,11,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81061,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    61st,306,11,2,0,10,0,0,4,Democratic,Barack Obama / Joe Biden,188,Republican,John McCain / Sarah Palin,109,Independence,John McCain / Sarah Palin,6,Conservative,John McCain / Sarah Palin,10,Working Families,Barack Obama / Joe Biden,10,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81062,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    62nd,414,21,4,0,13,0,0,7,Democratic,Barack Obama / Joe Biden,354,Republican,John McCain / Sarah Palin,67,Independence,John McCain / Sarah Palin,5,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,2,Populist,Ralph Nader / Matt Gonzal,6
2008G,1,2,NY,81063,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    63rd,464,24,0,0,11,0,0,5,Democratic,Barack Obama / Joe Biden,304,Republican,John McCain / Sarah Palin,164,Independence,John McCain / Sarah Palin,4,Conservative,John McCain / Sarah Palin,12,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,2,NY,81064,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    64th,776,30,14,1,28,0,0,9,Democratic,Barack Obama / Joe Biden,677,Republican,John McCain / Sarah Palin,122,Independence,John McCain / Sarah Palin,10,Conservative,John McCain / Sarah Palin,7,Working Families,Barack Obama / Joe Biden,20,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,2,NY,81065,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    65th,572,31,9,0,18,0,1,3,Democratic,Barack Obama / Joe Biden,413,Republican,John McCain / Sarah Palin,171,Independence,John McCain / Sarah Palin,14,Conservative,John McCain / Sarah Palin,14,Working Families,Barack Obama / Joe Biden,11,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81066,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    66th,293,23,4,0,3,0,0,6,Democratic,Barack Obama / Joe Biden,213,Republican,John McCain / Sarah Palin,84,Independence,John McCain / Sarah Palin,3,Conservative,John McCain / Sarah Palin,2,Working Families,Barack Obama / Joe Biden,11,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,2,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,2,NY,81067,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    67th,333,21,4,0,1,0,0,0,Democratic,Barack Obama / Joe Biden,265,Republican,John McCain / Sarah Palin,70,Independence,John McCain / Sarah Palin,4,Conservative,John McCain / Sarah Palin,5,Working Families,Barack Obama / Joe Biden,11,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,1,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81068,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    68th,679,35,14,0,23,0,0,6,Democratic,Barack Obama / Joe Biden,494,Republican,John McCain / Sarah Palin,199,Independence,John McCain / Sarah Palin,12,Conservative,John McCain / Sarah Palin,10,Working Families,Barack Obama / Joe Biden,23,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,5
2008G,1,2,NY,81069,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    69th,620,34,15,0,15,0,0,9,Democratic,Barack Obama / Joe Biden,480,Republican,John McCain / Sarah Palin,157,Independence,John McCain / Sarah Palin,14,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,14,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,4,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81070,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    70th,284,17,2,25,8,0,0,11,Democratic,Barack Obama / Joe Biden,229,Republican,John McCain / Sarah Palin,82,Independence,John McCain / Sarah Palin,6,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,3,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81071,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    71st,585,23,25,0,13,0,0,6,Democratic,Barack Obama / Joe Biden,405,Republican,John McCain / Sarah Palin,194,Independence,John McCain / Sarah Palin,17,Conservative,John McCain / Sarah Palin,6,Working Families,Barack Obama / Joe Biden,12,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,3,Libertarian,Bob Barr / Wayne A Root,2,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81072,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    72nd,504,23,8,0,14,0,0,3,Democratic,Barack Obama / Joe Biden,376,Republican,John McCain / Sarah Palin,121,Independence,John McCain / Sarah Palin,15,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,18,Socialist Workers,Roger Calero / Alyson Ken,9,Socialism & Liberation,Gloria La Riva / Eugene P,1,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,4,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81073,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    73rd,416,16,13,0,9,0,0,6,Democratic,Barack Obama / Joe Biden,294,Republican,John McCain / Sarah Palin,140,Independence,John McCain / Sarah Palin,6,Conservative,John McCain / Sarah Palin,2,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81074,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    74th,404,28,11,39,48,0,2,11,Democratic,Barack Obama / Joe Biden,371,Republican,John McCain / Sarah Palin,132,Independence,John McCain / Sarah Palin,2,Conservative,John McCain / Sarah Palin,7,Working Families,Barack Obama / Joe Biden,2,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,1,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81075,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    75th,412,16,8,0,19,0,1,6,Democratic,Barack Obama / Joe Biden,324,Republican,John McCain / Sarah Palin,97,Independence,John McCain / Sarah Palin,10,Conservative,John McCain / Sarah Palin,7,Working Families,Barack Obama / Joe Biden,8,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81076,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    76th,426,32,6,0,12,0,0,9,Democratic,Barack Obama / Joe Biden,332,Republican,John McCain / Sarah Palin,114,Independence,John McCain / Sarah Palin,5,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,12,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81077,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    77th,444,28,13,0,12,0,0,5,Democratic,Barack Obama / Joe Biden,372,Republican,John McCain / Sarah Palin,89,Independence,John McCain / Sarah Palin,4,Conservative,John McCain / Sarah Palin,6,Working Families,Barack Obama / Joe Biden,13,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,3,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,2,NY,81078,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    78th,576,48,11,95,16,0,0,20,Democratic,Barack Obama / Joe Biden,525,Republican,John McCain / Sarah Palin,149,Independence,John McCain / Sarah Palin,17,Conservative,John McCain / Sarah Palin,13,Working Families,Barack Obama / Joe Biden,17,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,2,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81079,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    79th,450,26,4,0,5,0,0,5,Democratic,Barack Obama / Joe Biden,310,Republican,John McCain / Sarah Palin,145,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,9,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,2,NY,81080,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    80th,519,29,8,75,6,0,0,16,Democratic,Barack Obama / Joe Biden,494,Republican,John McCain / Sarah Palin,100,Independence,John McCain / Sarah Palin,4,Conservative,John McCain / Sarah Palin,6,Working Families,Barack Obama / Joe Biden,14,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,2,NY,81081,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    81st,391,25,4,0,9,0,0,2,Democratic,Barack Obama / Joe Biden,327,Republican,John McCain / Sarah Palin,73,Independence,John McCain / Sarah Palin,5,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,15,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81082,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    82nd,362,32,13,0,8,0,0,4,Democratic,Barack Obama / Joe Biden,286,Republican,John McCain / Sarah Palin,110,Independence,John McCain / Sarah Palin,4,Conservative,John McCain / Sarah Palin,5,Working Families,Barack Obama / Joe Biden,4,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81083,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    83rd,383,82,1,1,2,0,0,6,Democratic,Barack Obama / Joe Biden,325,Republican,John McCain / Sarah Palin,115,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,3,Working Families,Barack Obama / Joe Biden,8,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,2,NY,81084,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    84th,623,27,6,0,12,0,0,9,Democratic,Barack Obama / Joe Biden,504,Republican,John McCain / Sarah Palin,116,Independence,John McCain / Sarah Palin,6,Conservative,John McCain / Sarah Palin,6,Working Families,Barack Obama / Joe Biden,23,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,2,NY,81085,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    85th,359,8,2,0,8,0,0,1,Democratic,Barack Obama / Joe Biden,272,Republican,John McCain / Sarah Palin,79,Independence,John McCain / Sarah Palin,5,Conservative,John McCain / Sarah Palin,8,Working Families,Barack Obama / Joe Biden,10,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81086,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    86th,411,70,11,0,10,0,0,6,Democratic,Barack Obama / Joe Biden,344,Republican,John McCain / Sarah Palin,120,Independence,John McCain / Sarah Palin,5,Conservative,John McCain / Sarah Palin,6,Working Families,Barack Obama / Joe Biden,13,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,4
2008G,1,2,NY,81087,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    87th,402,18,20,1,6,0,0,5,Democratic,Barack Obama / Joe Biden,337,Republican,John McCain / Sarah Palin,87,Independence,John McCain / Sarah Palin,6,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,9,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,1,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81088,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    88th,360,11,7,0,19,0,0,1,Democratic,Barack Obama / Joe Biden,246,Republican,John McCain / Sarah Palin,118,Independence,John McCain / Sarah Palin,7,Conservative,John McCain / Sarah Palin,13,Working Families,Barack Obama / Joe Biden,9,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81089,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    89th,393,11,7,0,6,0,0,4,Democratic,Barack Obama / Joe Biden,325,Republican,John McCain / Sarah Palin,68,Independence,John McCain / Sarah Palin,5,Conservative,John McCain / Sarah Palin,2,Working Families,Barack Obama / Joe Biden,8,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,3,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81090,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    90th,167,3,0,0,7,0,0,2,Democratic,Barack Obama / Joe Biden,159,Republican,John McCain / Sarah Palin,14,Independence,John McCain / Sarah Palin,1,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,1,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81091,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    91st,267,7,0,0,40,0,0,16,Democratic,Barack Obama / Joe Biden,254,Republican,John McCain / Sarah Palin,36,Independence,John McCain / Sarah Palin,1,Conservative,John McCain / Sarah Palin,1,Working Families,Barack Obama / Joe Biden,4,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81097,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    97th,165,5,4,0,11,0,0,0,Democratic,Barack Obama / Joe Biden,146,Republican,John McCain / Sarah Palin,33,Independence,John McCain / Sarah Palin,1,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,82001,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,     1st,519,12,1,0,12,0,1,2,Democratic,Barack Obama / Joe Biden,165,Republican,John McCain / Sarah Palin,320,Independence,John McCain / Sarah Palin,17,Conservative,John McCain / Sarah Palin,29,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,4
2008G,1,2,NY,82002,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,     2nd,513,19,3,0,9,0,0,3,Democratic,Barack Obama / Joe Biden,229,Republican,John McCain / Sarah Palin,267,Independence,John McCain / Sarah Palin,19,Conservative,John McCain / Sarah Palin,17,Working Families,Barack Obama / Joe Biden,7,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,82003,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,     3rd,301,13,2,0,10,0,0,2,Democratic,Barack Obama / Joe Biden,115,Republican,John McCain / Sarah Palin,177,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,18,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
